area_sqft,floors,building_type,structure_type,wall_material,construction_stage,cement_bags,sand_cubic_meters,steel_kg,bricks_units,aggregates_cubic_meters,estimated_days,estimated_cost_inr
4917,4,Industrial,Steel Frame,Concrete Blocks,Framing,2124,159.31,15931,42483,265.52,30,1966800
3443,1,Commercial,Load Bearing,AAC Blocks,Foundation,1047,78.5,7850,20933,130.83,15,516450
3861,5,Commercial,Load Bearing,Concrete Blocks,Excavation,1320,99.03,9903,26409,165.06,5,193050
4383,2,Industrial,Steel Frame,Brick,Flooring,2104,157.79,15779,42077,262.98,10,438300
2771,5,Residential,Steel Frame,Concrete Blocks,Foundation,1197,89.78,8978,23941,149.63,15,415650
4727,5,Industrial,Load Bearing,Brick,Flooring,1796,134.72,13472,35925,224.53,10,472700
2920,5,Industrial,Steel Frame,Brick,Foundation,1402,105.12,10512,28032,175.2,15,438000
4840,1,Residential,RCC,AAC Blocks,Foundation,1549,116.16,11616,30976,193.6,15,726000
3446,5,Industrial,Steel Frame,Concrete Blocks,Framing,1489,111.65,11165,29773,186.08,30,1378400
930,3,Industrial,Load Bearing,Concrete Blocks,Framing,318,23.85,2385,6361,39.76,30,372000
4411,1,Commercial,Load Bearing,Brick,Excavation,1676,125.71,12571,33524,209.52,5,220550
3853,3,Commercial,Steel Frame,Brick,Excavation,1849,138.71,13871,36989,231.18,5,192650
4395,4,Industrial,Steel Frame,Brick,Framing,2110,158.22,15822,42192,263.7,30,1758000
1000,1,Industrial,RCC,Brick,Framing,400,30,3000,8000,50,30,400000
4690,1,Industrial,Steel Frame,Concrete Blocks,Flooring,2026,151.96,15196,40522,253.26,10,469000
4421,3,Industrial,RCC,Concrete Blocks,Excavation,1592,119.37,11937,31831,198.95,5,221050
4511,4,Industrial,Load Bearing,Brick,Flooring,1714,128.56,12856,34284,214.27,10,451100
2891,4,Residential,Load Bearing,Brick,Framing,1099,82.39,8239,21972,137.32,30,1156400
1904,1,Residential,RCC,Brick,Foundation,762,57.12,5712,15232,95.2,15,285600
832,2,Residential,RCC,AAC Blocks,Excavation,266,19.97,1997,5325,33.28,5,41600
2383,3,Industrial,RCC,Concrete Blocks,Framing,858,64.34,6434,17158,107.24,30,953200
1923,1,Industrial,Steel Frame,Concrete Blocks,Excavation,831,62.31,6231,16615,103.84,5,96150
4856,3,Commercial,Steel Frame,Concrete Blocks,Plastering,2098,157.33,15733,41956,262.22,20,582720
2116,1,Industrial,RCC,AAC Blocks,Flooring,677,50.78,5078,13542,84.64,10,211600
2620,1,Commercial,Steel Frame,Concrete Blocks,Flooring,1132,84.89,8489,22637,141.48,10,262000
2620,2,Commercial,Load Bearing,Concrete Blocks,Plastering,896,67.2,6720,17921,112,20,314400
2332,1,Industrial,Load Bearing,AAC Blocks,Flooring,709,53.17,5317,14179,88.62,10,233200
1669,1,Industrial,Steel Frame,Brick,Foundation,801,60.08,6008,16022,100.14,15,250350
3616,1,Industrial,RCC,Concrete Blocks,Plastering,1302,97.63,9763,26035,162.72,20,433920
1717,2,Commercial,Load Bearing,AAC Blocks,Excavation,522,39.15,3915,10439,65.25,5,85850
4158,1,Industrial,RCC,AAC Blocks,Framing,1331,99.79,9979,26611,166.32,30,1663200
1448,4,Residential,Load Bearing,AAC Blocks,Excavation,440,33.01,3301,8804,55.02,5,72400
3951,3,Commercial,Load Bearing,Concrete Blocks,Excavation,1351,101.34,10134,27025,168.91,5,197550
2911,2,Commercial,Steel Frame,AAC Blocks,Plastering,1118,83.84,8384,22356,139.73,20,349320
3007,4,Residential,Load Bearing,Concrete Blocks,Plastering,1028,77.13,7713,20568,128.55,20,360840
990,2,Industrial,Load Bearing,Brick,Foundation,376,28.21,2822,7524,47.02,15,148500
1076,3,Residential,Load Bearing,Concrete Blocks,Foundation,368,27.6,2760,7360,46,15,161400
715,2,Residential,Load Bearing,Concrete Blocks,Foundation,245,18.34,1834,4891,30.57,15,107250
3605,4,Industrial,Steel Frame,Brick,Framing,1730,129.78,12978,34608,216.3,30,1442000
1250,3,Residential,Steel Frame,Brick,Foundation,600,45,4500,12000,75,15,187500
4255,4,Residential,Steel Frame,Concrete Blocks,Excavation,1838,137.86,13786,36763,229.77,5,212750
1374,4,Industrial,Load Bearing,AAC Blocks,Plastering,418,31.33,3133,8354,52.21,20,164880
3850,2,Commercial,Steel Frame,Brick,Flooring,1848,138.6,13860,36960,231,10,385000
4015,3,Commercial,RCC,Concrete Blocks,Excavation,1445,108.4,10840,28908,180.68,5,200750
4472,3,Residential,RCC,Concrete Blocks,Framing,1610,120.74,12074,32198,201.24,30,1788800
1759,4,Commercial,Steel Frame,Brick,Plastering,844,63.32,6332,16886,105.54,20,211080
2748,4,Industrial,Load Bearing,Brick,Excavation,1044,78.32,7832,20885,130.53,5,137400
2409,3,Commercial,RCC,AAC Blocks,Excavation,771,57.82,5782,15418,96.36,5,120450
2255,5,Residential,Load Bearing,Brick,Flooring,857,64.27,6427,17138,107.11,10,225500
3053,1,Commercial,RCC,Brick,Flooring,1221,91.59,9159,24424,152.65,10,305300
3683,3,Industrial,RCC,Concrete Blocks,Plastering,1326,99.44,9944,26518,165.74,20,441960
530,3,Residential,RCC,Concrete Blocks,Plastering,191,14.31,1431,3816,23.85,20,63600
1709,3,Commercial,Steel Frame,Brick,Flooring,820,61.52,6152,16406,102.54,10,170900
3772,1,Commercial,Load Bearing,AAC Blocks,Plastering,1147,86,8600,22934,143.34,20,452640
2039,4,Residential,Load Bearing,Concrete Blocks,Flooring,697,52.3,5230,13947,87.17,10,203900
1371,5,Commercial,Steel Frame,Concrete Blocks,Framing,592,44.42,4442,11845,74.03,30,548400
4030,4,Industrial,RCC,Concrete Blocks,Framing,1451,108.81,10881,29016,181.35,30,1612000
4435,1,Commercial,Load Bearing,AAC Blocks,Foundation,1348,101.12,10112,26965,168.53,15,665250
2843,4,Residential,Load Bearing,Concrete Blocks,Excavation,972,72.92,7292,19446,121.54,5,142150
629,1,Residential,RCC,Brick,Framing,252,18.87,1887,5032,31.45,30,251600
1711,5,Commercial,RCC,Concrete Blocks,Framing,616,46.2,4620,12319,77,30,684400
1548,4,Industrial,Steel Frame,Concrete Blocks,Flooring,669,50.16,5016,13375,83.59,10,154800
2613,3,Residential,RCC,Brick,Foundation,1045,78.39,7839,20904,130.65,15,391950
3447,5,Industrial,RCC,Brick,Framing,1379,103.41,10341,27576,172.35,30,1378800
3627,3,Residential,Steel Frame,Brick,Flooring,1741,130.57,13057,34819,217.62,10,362700
2792,3,Commercial,Load Bearing,Brick,Plastering,1061,79.57,7957,21219,132.62,20,335040
3216,3,Commercial,RCC,AAC Blocks,Framing,1029,77.18,7718,20582,128.64,30,1286400
4299,1,Commercial,RCC,Concrete Blocks,Foundation,1548,116.07,11607,30953,193.46,15,644850
3618,5,Residential,Load Bearing,AAC Blocks,Foundation,1100,82.49,8249,21997,137.48,15,542700
930,2,Commercial,RCC,AAC Blocks,Plastering,298,22.32,2232,5952,37.2,20,111600
2693,2,Industrial,RCC,AAC Blocks,Framing,862,64.63,6463,17235,107.72,30,1077200
3365,1,Commercial,RCC,Brick,Excavation,1346,100.95,10095,26920,168.25,5,168250
3866,5,Residential,Load Bearing,Concrete Blocks,Flooring,1322,99.16,9916,26443,165.27,10,386600
1043,3,Residential,RCC,Brick,Flooring,417,31.29,3129,8344,52.15,10,104300
2976,1,Commercial,Load Bearing,AAC Blocks,Excavation,905,67.85,6785,18094,113.09,5,148800
4988,2,Industrial,Load Bearing,Concrete Blocks,Framing,1706,127.94,12794,34118,213.24,30,1995200
2992,5,Industrial,RCC,Brick,Framing,1197,89.76,8976,23936,149.6,30,1196800
3021,3,Industrial,Load Bearing,AAC Blocks,Foundation,918,68.88,6888,18368,114.8,15,453150
3015,1,Industrial,RCC,Brick,Flooring,1206,90.45,9045,24120,150.75,10,301500
3155,1,Residential,Load Bearing,AAC Blocks,Plastering,959,71.93,7193,19182,119.89,20,378600
1238,3,Commercial,Steel Frame,Brick,Framing,594,44.57,4457,11885,74.28,30,495200
2726,5,Commercial,Load Bearing,Brick,Excavation,1036,77.69,7769,20718,129.49,5,136300
3836,3,Commercial,Steel Frame,Brick,Foundation,1841,138.1,13810,36826,230.16,15,575400
3018,2,Commercial,Steel Frame,Concrete Blocks,Excavation,1304,97.78,9778,26076,162.97,5,150900
2624,3,Industrial,Steel Frame,AAC Blocks,Framing,1008,75.57,7557,20152,125.95,30,1049600
1477,2,Residential,RCC,Concrete Blocks,Framing,532,39.88,3988,10634,66.47,30,590800
905,3,Residential,RCC,AAC Blocks,Foundation,290,21.72,2172,5792,36.2,15,135750
4636,1,Commercial,Steel Frame,Concrete Blocks,Excavation,2003,150.21,15021,40055,250.34,5,231800
2986,1,Commercial,Load Bearing,Concrete Blocks,Flooring,1021,76.59,7659,20424,127.65,10,298600
2745,2,Residential,RCC,Brick,Excavation,1098,82.35,8235,21960,137.25,5,137250
3838,4,Industrial,RCC,AAC Blocks,Framing,1228,92.11,9211,24563,153.52,30,1535200
3869,4,Industrial,Load Bearing,AAC Blocks,Framing,1176,88.21,8821,23524,147.02,30,1547600
3038,1,Residential,Load Bearing,Concrete Blocks,Excavation,1039,77.92,7792,20780,129.87,5,151900
1303,2,Commercial,Steel Frame,Concrete Blocks,Flooring,563,42.22,4222,11258,70.36,10,130300
2408,5,Industrial,Load Bearing,Concrete Blocks,Plastering,824,61.77,6177,16471,102.94,20,288960
2745,1,Residential,Steel Frame,AAC Blocks,Foundation,1054,79.06,7906,21082,131.76,15,411750
3245,4,Residential,Steel Frame,AAC Blocks,Foundation,1246,93.46,9346,24922,155.76,15,486750
2762,2,Commercial,RCC,Concrete Blocks,Foundation,994,74.57,7457,19886,124.29,15,414300
3497,3,Industrial,Load Bearing,Concrete Blocks,Framing,1196,89.7,8970,23919,149.5,30,1398800
4416,3,Commercial,Steel Frame,AAC Blocks,Framing,1696,127.18,12718,33915,211.97,30,1766400
4040,3,Commercial,Steel Frame,Concrete Blocks,Framing,1745,130.9,13090,34906,218.16,30,1616000
4394,1,Industrial,Steel Frame,Concrete Blocks,Plastering,1898,142.37,14237,37964,237.28,20,527280
1975,4,Residential,Load Bearing,AAC Blocks,Foundation,600,45.03,4503,12008,75.05,15,296250
4629,1,Commercial,Load Bearing,AAC Blocks,Plastering,1407,105.54,10554,28144,175.9,20,555480
1524,2,Industrial,Load Bearing,Brick,Framing,579,43.43,4343,11582,72.39,30,609600
3852,5,Residential,RCC,AAC Blocks,Excavation,1233,92.45,9245,24653,154.08,5,192600
2241,2,Commercial,Load Bearing,Concrete Blocks,Framing,766,57.48,5748,15328,95.8,30,896400
2011,1,Residential,RCC,Concrete Blocks,Framing,724,54.3,5430,14479,90.5,30,804400
3104,1,Commercial,Steel Frame,Brick,Framing,1490,111.74,11174,29798,186.24,30,1241600
1806,5,Commercial,Load Bearing,Brick,Plastering,686,51.47,5147,13726,85.79,20,216720
4633,5,Industrial,RCC,AAC Blocks,Excavation,1483,111.19,11119,29651,185.32,5,231650
2077,3,Industrial,Load Bearing,Concrete Blocks,Excavation,710,53.28,5328,14207,88.79,5,103850
3976,4,Commercial,Load Bearing,Concrete Blocks,Plastering,1360,101.98,10198,27196,169.97,20,477120
941,2,Commercial,RCC,Concrete Blocks,Flooring,339,25.41,2541,6775,42.35,10,94100
1160,2,Industrial,RCC,AAC Blocks,Excavation,371,27.84,2784,7424,46.4,5,58000
2560,1,Residential,RCC,Concrete Blocks,Plastering,922,69.12,6912,18432,115.2,20,307200
1900,3,Industrial,Steel Frame,Brick,Foundation,912,68.4,6840,18240,114,15,285000
2121,4,Commercial,Steel Frame,Brick,Foundation,1018,76.36,7636,20362,127.26,15,318150
1350,5,Residential,Load Bearing,AAC Blocks,Foundation,410,30.78,3078,8208,51.3,15,202500
3953,2,Industrial,RCC,Concrete Blocks,Framing,1423,106.73,10673,28462,177.89,30,1581200
3594,5,Residential,Steel Frame,Brick,Framing,1725,129.38,12938,34502,215.64,30,1437600
754,4,Industrial,RCC,Brick,Foundation,302,22.62,2262,6032,37.7,15,113100
946,5,Commercial,Load Bearing,Concrete Blocks,Flooring,324,24.26,2426,6471,40.44,10,94600
3882,1,Industrial,Load Bearing,Brick,Flooring,1475,110.64,11064,29503,184.4,10,388200
2072,4,Industrial,Steel Frame,Concrete Blocks,Plastering,895,67.13,6713,17902,111.89,20,248640
3578,4,Commercial,Steel Frame,Brick,Framing,1717,128.81,12881,34349,214.68,30,1431200
1357,3,Commercial,RCC,Concrete Blocks,Foundation,489,36.64,3664,9770,61.07,15,203550
3955,4,Residential,Steel Frame,Brick,Framing,1898,142.38,14238,37968,237.3,30,1582000
4674,3,Industrial,Load Bearing,Concrete Blocks,Foundation,1599,119.89,11989,31970,199.81,15,701100
3183,5,Commercial,Load Bearing,Concrete Blocks,Foundation,1089,81.64,8164,21772,136.07,15,477450
1811,4,Residential,RCC,AAC Blocks,Excavation,580,43.46,4346,11590,72.44,5,90550
4681,1,Industrial,Load Bearing,AAC Blocks,Flooring,1423,106.73,10673,28460,177.88,10,468100
3514,1,Residential,RCC,AAC Blocks,Plastering,1124,84.34,8434,22490,140.56,20,421680
2596,5,Commercial,RCC,Brick,Foundation,1038,77.88,7788,20768,129.8,15,389400
580,3,Industrial,Load Bearing,Brick,Flooring,220,16.53,1653,4408,27.55,10,58000
4478,3,Commercial,Steel Frame,AAC Blocks,Foundation,1720,128.97,12897,34391,214.94,15,671700
1293,4,Residential,RCC,Brick,Excavation,517,38.79,3879,10344,64.65,5,64650
3055,5,Industrial,RCC,Brick,Excavation,1222,91.65,9165,24440,152.75,5,152750
1029,5,Residential,RCC,AAC Blocks,Excavation,329,24.7,2470,6586,41.16,5,51450
2718,3,Commercial,Steel Frame,Brick,Foundation,1305,97.85,9785,26093,163.08,15,407700
3130,5,Residential,Load Bearing,Brick,Framing,1189,89.2,8920,23788,148.67,30,1252000
4829,5,Industrial,RCC,Brick,Excavation,1932,144.87,14487,38632,241.45,5,241450
602,1,Commercial,Steel Frame,Concrete Blocks,Flooring,260,19.5,1950,5201,32.51,10,60200
3170,5,Commercial,Load Bearing,AAC Blocks,Framing,964,72.28,7228,19274,120.46,30,1268000
1568,2,Residential,RCC,AAC Blocks,Excavation,502,37.63,3763,10035,62.72,5,78400
3963,4,Residential,Steel Frame,Concrete Blocks,Foundation,1712,128.4,12840,34240,214,15,594450
4565,4,Commercial,Steel Frame,Brick,Framing,2191,164.34,16434,43824,273.9,30,1826000
4368,1,Commercial,RCC,AAC Blocks,Excavation,1398,104.83,10483,27955,174.72,5,218400
1029,1,Commercial,RCC,AAC Blocks,Foundation,329,24.7,2470,6586,41.16,15,154350
721,1,Commercial,Load Bearing,Brick,Framing,274,20.55,2055,5480,34.25,30,288400
1556,2,Residential,Steel Frame,Brick,Flooring,747,56.02,5602,14938,93.36,10,155600
2093,4,Commercial,Steel Frame,AAC Blocks,Excavation,804,60.28,6028,16074,100.46,5,104650
3288,1,Industrial,Load Bearing,Brick,Flooring,1249,93.71,9371,24989,156.18,10,328800
3514,3,Residential,Load Bearing,Brick,Plastering,1335,100.15,10015,26706,166.92,20,421680
4600,2,Residential,Load Bearing,AAC Blocks,Framing,1398,104.88,10488,27968,174.8,30,1840000
3862,4,Industrial,RCC,Brick,Foundation,1545,115.86,11586,30896,193.1,15,579300
2423,2,Commercial,Load Bearing,Brick,Plastering,921,69.06,6906,18415,115.09,20,290760
2199,1,Commercial,RCC,AAC Blocks,Flooring,704,52.78,5278,14074,87.96,10,219900
4334,2,Commercial,RCC,Concrete Blocks,Foundation,1560,117.02,11702,31205,195.03,15,650100
3207,4,Industrial,Steel Frame,AAC Blocks,Excavation,1231,92.36,9236,24630,153.94,5,160350
4793,1,Commercial,Steel Frame,AAC Blocks,Foundation,1841,138.04,13804,36810,230.06,15,718950
2173,5,Industrial,RCC,AAC Blocks,Foundation,695,52.15,5215,13907,86.92,15,325950
3325,3,Commercial,Load Bearing,Concrete Blocks,Foundation,1137,85.29,8529,22743,142.14,15,498750
2118,5,Commercial,Steel Frame,Concrete Blocks,Flooring,915,68.62,6862,18300,114.37,10,211800
4660,5,Industrial,RCC,Brick,Plastering,1864,139.8,13980,37280,233,20,559200
1575,4,Residential,RCC,AAC Blocks,Framing,504,37.8,3780,10080,63,30,630000
1189,1,Industrial,Steel Frame,Concrete Blocks,Flooring,514,38.52,3852,10273,64.21,10,118900
4306,5,Residential,Load Bearing,Concrete Blocks,Excavation,1473,110.45,11045,29453,184.08,5,215300
1502,3,Commercial,RCC,Concrete Blocks,Flooring,541,40.55,4055,10814,67.59,10,150200
3349,1,Residential,RCC,AAC Blocks,Flooring,1072,80.38,8038,21434,133.96,10,334900
2504,5,Commercial,Load Bearing,AAC Blocks,Foundation,761,57.09,5709,15224,95.15,15,375600
519,5,Industrial,Steel Frame,Brick,Excavation,249,18.68,1868,4982,31.14,5,25950
700,4,Residential,Load Bearing,Concrete Blocks,Excavation,239,17.95,1796,4788,29.93,5,35000
2026,4,Residential,RCC,Brick,Plastering,810,60.78,6078,16208,101.3,20,243120
1824,1,Residential,RCC,Concrete Blocks,Excavation,657,49.25,4925,13133,82.08,5,91200
615,5,Industrial,RCC,Brick,Flooring,246,18.45,1845,4920,30.75,10,61500
2815,1,Residential,RCC,Brick,Plastering,1126,84.45,8445,22520,140.75,20,337800
3400,4,Commercial,Load Bearing,Concrete Blocks,Excavation,1163,87.21,8721,23256,145.35,5,170000
594,1,Residential,RCC,AAC Blocks,Excavation,190,14.26,1426,3802,23.76,5,29700
1896,4,Commercial,Load Bearing,Concrete Blocks,Excavation,648,48.63,4863,12969,81.05,5,94800
806,5,Commercial,Steel Frame,Concrete Blocks,Excavation,348,26.11,2611,6964,43.52,5,40300
2994,4,Commercial,RCC,Concrete Blocks,Framing,1078,80.84,8084,21557,134.73,30,1197600
3843,2,Industrial,Steel Frame,AAC Blocks,Framing,1476,110.68,11068,29514,184.46,30,1537200
2901,3,Commercial,Load Bearing,AAC Blocks,Foundation,882,66.14,6614,17638,110.24,15,435150
2482,1,Residential,Steel Frame,Brick,Foundation,1191,89.35,8935,23827,148.92,15,372300
2063,5,Commercial,RCC,Concrete Blocks,Plastering,743,55.7,5570,14854,92.84,20,247560
2598,1,Residential,Steel Frame,AAC Blocks,Flooring,998,74.82,7482,19953,124.7,10,259800
1348,5,Commercial,Steel Frame,Concrete Blocks,Plastering,582,43.68,4368,11647,72.79,20,161760
2827,4,Industrial,Steel Frame,Brick,Framing,1357,101.77,10177,27139,169.62,30,1130800
4739,4,Industrial,Load Bearing,AAC Blocks,Excavation,1441,108.05,10805,28813,180.08,5,236950
3949,5,Commercial,Steel Frame,Brick,Flooring,1896,142.16,14216,37910,236.94,10,394900
4036,3,Industrial,Steel Frame,Brick,Plastering,1937,145.3,14530,38746,242.16,20,484320
1020,5,Industrial,RCC,Brick,Excavation,408,30.6,3060,8160,51,5,51000
3178,1,Residential,Steel Frame,Concrete Blocks,Flooring,1373,102.97,10297,27458,171.61,10,317800
2595,1,Commercial,RCC,AAC Blocks,Flooring,830,62.28,6228,16608,103.8,10,259500
1835,5,Industrial,Steel Frame,AAC Blocks,Plastering,705,52.85,5285,14093,88.08,20,220200
2407,2,Commercial,Load Bearing,Concrete Blocks,Excavation,823,61.74,6174,16464,102.9,5,120350
3082,4,Residential,Load Bearing,AAC Blocks,Foundation,937,70.27,7027,18739,117.12,15,462300
4975,5,Residential,Load Bearing,AAC Blocks,Flooring,1512,113.43,11343,30248,189.05,10,497500
664,1,Residential,RCC,Brick,Foundation,266,19.92,1992,5312,33.2,15,99600
4636,5,Industrial,RCC,Brick,Excavation,1854,139.08,13908,37088,231.8,5,231800
1877,1,Industrial,RCC,Concrete Blocks,Plastering,676,50.68,5068,13514,84.47,20,225240
3433,5,Residential,RCC,Brick,Plastering,1373,102.99,10299,27464,171.65,20,411960
2346,3,Residential,Load Bearing,Concrete Blocks,Plastering,802,60.17,6017,16047,100.29,20,281520
2803,3,Industrial,Steel Frame,Concrete Blocks,Foundation,1211,90.82,9082,24218,151.36,15,420450
3115,5,Residential,RCC,Brick,Framing,1246,93.45,9345,24920,155.75,30,1246000
682,3,Industrial,RCC,Concrete Blocks,Plastering,246,18.41,1841,4910,30.69,20,81840
1831,2,Residential,Steel Frame,Concrete Blocks,Excavation,791,59.32,5932,15820,98.87,5,91550
2686,1,Residential,Steel Frame,Brick,Flooring,1289,96.7,9670,25786,161.16,10,268600
1077,2,Commercial,RCC,Concrete Blocks,Foundation,388,29.08,2908,7754,48.47,15,161550
2094,3,Commercial,Steel Frame,Brick,Plastering,1005,75.38,7538,20102,125.64,20,251280
4306,1,Commercial,RCC,Brick,Excavation,1722,129.18,12918,34448,215.3,5,215300
622,2,Industrial,Load Bearing,Brick,Flooring,236,17.73,1773,4727,29.55,10,62200
1178,5,Industrial,Steel Frame,Concrete Blocks,Foundation,509,38.17,3817,10178,63.61,15,176700
689,3,Residential,Steel Frame,AAC Blocks,Framing,265,19.84,1984,5292,33.07,30,275600
1576,4,Industrial,Steel Frame,Brick,Excavation,756,56.74,5674,15130,94.56,5,78800
2076,4,Commercial,RCC,Concrete Blocks,Flooring,747,56.05,5605,14947,93.42,10,207600
577,5,Residential,Load Bearing,Concrete Blocks,Foundation,197,14.8,1480,3947,24.67,15,86550
997,3,Commercial,Steel Frame,Concrete Blocks,Flooring,431,32.3,3230,8614,53.84,10,99700
3897,1,Residential,Steel Frame,Concrete Blocks,Foundation,1684,126.26,12626,33670,210.44,15,584550
761,5,Commercial,RCC,Brick,Foundation,304,22.83,2283,6088,38.05,15,114150
869,3,Commercial,Load Bearing,Brick,Foundation,330,24.77,2477,6604,41.28,15,130350
2076,3,Industrial,Steel Frame,Brick,Framing,996,74.74,7474,19930,124.56,30,830400
1020,1,Industrial,Load Bearing,Brick,Framing,388,29.07,2907,7752,48.45,30,408000
1401,1,Residential,Load Bearing,Concrete Blocks,Foundation,479,35.94,3594,9583,59.89,15,210150
2894,4,Industrial,Steel Frame,Concrete Blocks,Foundation,1250,93.77,9377,25004,156.28,15,434100
750,1,Industrial,RCC,AAC Blocks,Excavation,240,18,1800,4800,30,5,37500
1070,4,Industrial,Steel Frame,Concrete Blocks,Excavation,462,34.67,3467,9245,57.78,5,53500
863,3,Industrial,RCC,Brick,Flooring,345,25.89,2589,6904,43.15,10,86300
3923,1,Industrial,RCC,Concrete Blocks,Framing,1412,105.92,10592,28246,176.53,30,1569200
3518,3,Commercial,RCC,AAC Blocks,Foundation,1126,84.43,8443,22515,140.72,15,527700
3709,5,Commercial,RCC,AAC Blocks,Framing,1187,89.02,8902,23738,148.36,30,1483600
4685,2,Commercial,Steel Frame,Concrete Blocks,Framing,2024,151.79,15179,40478,252.99,30,1874000
1926,5,Industrial,Load Bearing,AAC Blocks,Excavation,586,43.91,4391,11710,73.19,5,96300
