ProjectType,ProjectSize_sqm,Location,Complexity,NumFloors,StartDate,EndDate,ConstructionCost,MaterialCost,LaborCost,EquipmentCost,PermitCost,ContingencyCost,OverheadCost,NumWorkers,WeatherConditions,PrevProjectCompletionTime,PrevProjectCost,ConstructionLevel
Industrial,4709,Rural,5,45,30-09-2020 13:31,12-09-2021 13:31,4886000.699,1228210.773,1831726.402,709991.9035,212745.1674,358458.0389,962923.2304,150,Windy,638,85672666.2,Small
Residential,1508,Suburban,3,49,03-02-2023 04:49,22-06-2023 04:49,3704362.236,1206048.084,833523.4488,441158.2784,103276.3922,125481.6944,381030.9854,147,Windy,136,71718261.26,Small
Residential,10252,Urban,5,29,24-03-2024 10:52,10-02-2026 10:52,21714427.12,9140479.144,6715591.488,1427825.061,698572.8769,1282810.378,3786801.894,271,Clear,893,78122303.01,Large
Industrial,2701,Rural,1,23,29-01-2016 13:15,08-08-2016 13:15,2482426.048,723080.7162,572575.3653,259817.0322,56570.35717,161765.348,456388.0875,260,Rain,779,71244712.16,Small
Infrastructure,2526,Suburban,1,22,05-10-2019 21:58,06-05-2020 21:58,1704285.064,976423.3609,653374.823,152763.6387,73979.55689,56316.31063,159189.8045,235,Windy,510,2151109.199,Small
Residential,12838,Suburban,3,4,12-01-2015 13:52,16-02-2017 13:52,13988933.52,3408014.966,5081506.243,811469.0846,535749.3945,1183844.814,2711258.302,261,Storm,726,88973544.6,Large
Residential,2571,Suburban,2,24,26-12-2023 16:31,22-07-2024 16:31,5862244.174,1926904.584,2324111.304,799123.3297,264621.0108,240376.3688,306388.3294,291,Rain,457,52071517.82,Small
Commercial,5771,Rural,4,23,21-10-2016 23:32,25-10-2017 23:32,7032427.329,1515886.979,1617730.594,867554.7715,71638.65737,406413.1891,1051769.79,108,Foggy,628,3758869.573,Medium
Infrastructure,7834,Urban,3,35,23-06-2023 13:05,12-09-2024 13:05,7425541.055,1721092.023,2579313.78,729112.7131,49261.64502,232350.1544,1223790.045,148,Rain,229,67353203.09,Medium
Residential,12826,Urban,5,17,22-07-2017 12:32,09-08-2019 12:32,29408249.45,11526931.28,5538965.233,2982678.653,1406692.682,2175961.624,1600811.807,44,Snow,86,87542056.15,Large
Commercial,7836,Suburban,1,27,19-09-2018 05:25,06-12-2019 05:25,7938935.766,1672101.224,2614678.42,1115055.491,303806.9451,305642.4812,686263.8819,66,Foggy,342,89887930.41,Medium
Infrastructure,4049,Rural,4,20,13-03-2020 01:29,20-12-2020 01:29,5639559.629,1196460.96,2182837.478,309351.3038,51561.0175,536599.1943,620814.5503,126,Clear,495,38406820.73,Small
Infrastructure,9492,Urban,2,30,21-11-2016 14:45,09-06-2018 14:45,14428594.33,3066729.276,2513790.834,1688830.562,682644.5218,933630.3411,1587919.322,277,Windy,526,14709081.64,Medium
Infrastructure,8037,Urban,2,26,18-11-2019 14:31,03-04-2021 14:31,13642336.65,3203873.33,3535809.162,1118890.534,251180.2211,1227998.843,1231684.784,120,Foggy,746,61003687.71,Medium
Infrastructure,18881,Rural,2,16,13-03-2021 13:41,08-02-2024 13:41,16549674.68,7042394.397,4573423.681,1656716.947,796546.4991,956948.3377,1984567.088,237,Snow,820,30407295.84,Large
Educational,13345,Rural,2,19,11-10-2019 13:57,27-10-2021 13:57,14578571.06,3789156.682,3115947.173,767106.6589,701265.6306,888531.773,1909590.276,155,Foggy,337,11236801.78,Large
Educational,14971,Rural,1,50,04-08-2020 12:08,14-11-2022 12:08,17056496.87,6471296.917,5515193.55,1709854.902,262283.4166,956372.7064,1079377.417,300,Rain,995,99215421.18,Large
Industrial,17357,Urban,1,1,22-12-2020 08:39,03-09-2023 08:39,16647871.68,8871333.51,2737297.674,1765611.477,155609.0854,641232.0006,2925551.614,157,Foggy,686,46624752.33,Large
Infrastructure,15699,Rural,3,20,01-09-2017 04:17,07-12-2019 04:17,25790368.88,12141754.13,9209534.2,1316638.422,805374.7719,2570680.425,4240865.753,213,Rain,119,78989664.93,Large
Residential,7362,Rural,4,49,10-01-2019 20:06,02-08-2020 20:06,13341098.16,3308419.513,4007311.553,752800.8446,281161.2421,433359.8415,1039506.1,148,Storm,932,80655971.89,Medium
Commercial,657,Rural,3,49,03-07-2024 03:25,18-11-2024 03:25,1243770.363,504443.849,435106.5564,183644.9675,8982.929273,104656.5862,148362.1378,56,Foggy,880,30742349.36,Small
Industrial,11951,Suburban,4,12,24-10-2021 17:57,22-10-2023 17:57,23296000.44,4745787.345,4825786.688,1402230.032,528676.5141,2057403.175,2705736.673,154,Rain,354,8313054.054,Large
Commercial,12086,Urban,2,21,15-09-2021 01:35,18-09-2023 01:35,20812821.91,4975191.668,4069127.25,1484406.422,686572.1634,1911289.037,3982422.595,253,Foggy,711,4893469.364,Large
Infrastructure,901,Urban,1,34,17-02-2017 20:10,24-04-2017 20:10,1862066.594,530613.2038,463194.9583,126891.4204,70081.0933,119005.5915,317127.3254,138,Storm,120,73167106.23,Small
Industrial,19123,Suburban,3,22,15-04-2018 13:24,23-03-2021 13:24,9483973.383,4897096.865,3233635.273,522906.4489,332432.6257,636445.2481,1492517.836,28,Clear,660,8009955.672,Large
Industrial,19372,Rural,5,26,17-01-2016 06:07,30-01-2019 06:07,27525157.46,10983847.44,6791091.199,2338362.864,180565.4272,1446039.696,2947323.681,205,Windy,645,92146717.22,Large
Commercial,798,Rural,3,23,17-05-2024 13:20,05-11-2024 13:20,474575.752,103119.6934,161558.3563,41531.37593,17385.8771,39552.81485,78800.81376,57,Rain,827,88473797.66,Small
Residential,596,Rural,1,47,10-12-2016 03:11,13-02-2017 03:11,1298626.998,329675.8067,450380.0834,111009.1208,11875.69027,66134.22606,127949.5413,145,Foggy,218,11199844.01,Small
Industrial,8750,Urban,3,19,10-11-2020 08:52,17-03-2022 08:52,6118865.623,1789381.454,2026122.623,404461.0205,250241.0083,235754.4879,756697.4737,46,Rain,122,80481910.82,Medium
Infrastructure,7777,Urban,4,30,19-10-2024 18:35,24-01-2026 18:35,3976884.001,935905.2917,636416.8508,507606.3807,193227.3457,222285.2903,701042.2257,198,Windy,137,15083150.72,Medium
Commercial,17648,Rural,4,10,19-02-2024 01:42,12-12-2026 01:42,35869251.52,20779922.2,9370863.557,3104600.562,788578.7865,2510122.59,2518392.333,146,Storm,758,44752592.64,Large
Educational,15425,Urban,2,50,13-07-2016 10:32,19-11-2018 10:32,10024857.22,5926285.928,2580010.459,1234131.996,226793.9282,342033.2124,594368.7199,181,Snow,547,86428459.68,Large
Residential,17572,Rural,3,28,23-05-2016 12:38,20-02-2019 12:38,18337169.67,4311011.385,3419887.249,1102109.979,218651.5817,775230.4459,2715960.601,136,Clear,805,37433471.34,Large
Residential,7502,Suburban,2,31,17-10-2022 05:15,06-03-2024 05:15,11927099.56,3108782.416,4313873.019,604772.2989,307505.0733,361509.8109,674850.2348,187,Clear,928,50415351.61,Medium
Commercial,19756,Suburban,1,17,23-08-2019 09:56,23-06-2022 09:56,23476164.32,5248369.876,9207566.734,3172426.28,602644.6319,1899214.808,2323436.466,161,Storm,309,91629327.63,Large
Educational,5583,Urban,1,48,13-10-2020 14:59,11-10-2021 14:59,5916714.517,1304412.655,1190624.076,682173.9967,106777.1177,437686.4829,968038.8925,46,Foggy,388,55515017.36,Medium
Educational,13471,Rural,1,34,02-08-2015 07:07,15-09-2017 07:07,19673635.02,4898570.607,3234628.884,987585.469,770454.2177,1766505.578,3836994.661,188,Storm,885,17720998.9,Large
Industrial,12497,Rural,3,22,17-06-2018 11:14,14-05-2020 11:14,11175727.49,2902659.305,2682875.049,1644962.385,460630.4385,362134.0756,1557063.362,267,Foggy,245,10556824.95,Large
Educational,19301,Suburban,3,31,30-04-2023 16:34,27-04-2026 16:34,26476254.89,15414461.05,5012395.077,2168168.798,240543.2237,1063852.272,5189262.007,156,Storm,939,12439678.19,Large
Educational,10283,Rural,1,27,08-06-2023 13:43,20-02-2025 13:43,5692686.321,2939835.249,1573440.126,746659.8574,37948.82667,495454.0547,669124.6171,100,Clear,859,21593205.48,Large
Commercial,8113,Rural,4,50,02-06-2021 12:46,14-10-2022 12:46,10823852.54,3487915.462,3657902.155,723754.2467,499408.8951,547578.5126,1490546.577,200,Storm,235,19926076.88,Medium
Educational,1603,Rural,1,28,11-12-2016 08:02,20-03-2017 08:02,3567133.904,1641785.799,812022.0627,320497.5438,131043.841,331559.0177,304944.7351,103,Storm,83,37797762.95,Small
Infrastructure,11271,Suburban,1,5,31-10-2019 07:52,01-09-2021 07:52,19505137.21,7776127.214,5103531.029,1310239.664,730658.9889,1559374.507,1640155.825,55,Foggy,719,45782947.45,Large
Residential,7231,Rural,5,48,27-02-2020 21:18,16-07-2021 21:18,4802501,2260950.45,1016568.36,697735.2024,73560.75998,340449.6589,824938.9176,252,Rain,721,15153953.37,Medium
Infrastructure,6414,Urban,3,48,03-08-2022 08:47,23-10-2023 08:47,4517779.035,2598790.299,1383629.853,440352.1362,194703.1994,210047.5344,804760.4708,92,Windy,552,50084193.69,Medium
Industrial,7610,Suburban,4,30,10-09-2023 09:05,06-12-2024 09:05,8845586.188,3848547.08,2426526.406,478613.3977,61835.42607,550270.4413,525541.2021,36,Storm,68,36568104.6,Medium
Educational,16771,Suburban,1,35,06-04-2019 13:36,07-10-2021 13:36,37141044.97,13628720.63,8523729.733,4703358.641,1215863.217,2891060.745,3490145.756,154,Windy,550,23169963.46,Large
Commercial,15385,Urban,3,5,03-09-2023 02:38,26-12-2025 02:38,33170305.49,11256070.35,8671660.956,4166555.155,987276.4923,1978422.241,3137163.687,179,Foggy,313,51921065.79,Large
Infrastructure,15660,Suburban,5,6,13-04-2017 22:54,25-11-2019 22:54,22301839.67,5134760.389,5178593.81,1510510.082,763604.6868,1536848.353,1816053.509,142,Rain,715,87014188.97,Large
Infrastructure,13917,Urban,2,12,07-10-2018 00:46,14-09-2020 00:46,32697674.57,9315377.138,5774733.103,2078554.771,1072392.182,3090945.691,4968358.223,15,Foggy,355,91040899.85,Large
Residential,8521,Rural,5,11,09-12-2018 23:25,02-05-2020 23:25,8903682.344,4657918.091,1661859.834,1055024.008,402951.7512,726315.0804,1319202.468,160,Rain,152,14601934.77,Medium
Commercial,1912,Suburban,2,30,14-04-2019 13:01,14-09-2019 13:01,3722288.248,2054662.4,663008.8418,283538.8285,148090.6914,278039.6571,423297.7521,237,Snow,301,33526650.39,Small
Educational,6647,Urban,4,10,17-11-2019 02:49,28-03-2021 02:49,4960266.906,2528624.654,1709636.244,341579.2108,205528.6877,262689.2121,514228.2861,24,Foggy,827,4975303.346,Medium
Infrastructure,7233,Urban,1,3,22-08-2020 13:23,15-01-2022 13:23,7492589.448,2613156.782,1999554.587,965084.1866,281228.9079,670361.3933,613313.3997,175,Foggy,952,9942848.44,Medium
Commercial,10755,Suburban,1,6,17-03-2017 15:42,24-09-2018 15:42,17795056.29,9555490.982,5876141.588,2100194.025,382240.8347,1545547.299,2656001.935,276,Snow,172,34841377.93,Large
Infrastructure,2202,Suburban,2,45,27-07-2024 21:20,24-02-2025 21:20,2135758.612,1125430.985,585600.2154,198814.8145,84706.43136,167617.6831,249992.9962,77,Storm,741,7295344.992,Small
Industrial,1519,Urban,2,20,24-08-2015 11:20,18-02-2016 11:20,1046823.549,582768.777,414251.8782,91459.2715,26599.2063,32348.55126,58997.10664,158,Snow,887,94278477.88,Small
Infrastructure,9196,Suburban,4,30,17-07-2020 19:30,11-01-2022 19:30,8743902.048,2268934.292,2703404.851,1277673.547,421475.801,591676.6668,984273.4135,146,Foggy,93,45520222.96,Medium
Commercial,19737,Suburban,5,23,31-07-2015 00:50,09-09-2018 00:50,25047660.58,14867330.86,9158851.227,1410042.274,587512.6802,1307768.2,1348336.166,201,Foggy,615,42990199.08,Large
Infrastructure,14927,Urban,1,4,30-01-2016 10:03,28-03-2018 10:03,15884108.44,3668336.363,5073843.226,1026647.132,157204.6907,1326105.585,2768490.086,253,Foggy,440,57750757.12,Large
Commercial,6892,Suburban,3,35,03-11-2016 03:19,01-01-2018 03:19,16778059.23,3635947.327,2958946.194,1692910.037,684864.5934,542354.2456,3315025.167,251,Windy,528,14190001.42,Medium
Industrial,5615,Suburban,3,20,19-02-2024 23:36,25-03-2025 23:36,5137426.294,1341218.255,1655633.77,337641.4395,223241.1275,162401.6723,475561.6878,281,Windy,861,4778690.716,Medium
Residential,9104,Rural,4,35,21-12-2022 15:44,25-04-2024 15:44,7044464.805,1692115.908,2015943.46,956923.7563,216567.4452,672564.5992,1191491.197,150,Snow,136,89896735.1,Medium
Commercial,9037,Rural,4,50,21-06-2022 21:02,03-12-2023 21:02,5142914.517,2295212.602,1637384.821,688937.555,34010.23348,500004.2074,968499.842,273,Storm,222,64377560.81,Medium
Residential,17970,Suburban,2,18,28-05-2021 17:44,29-01-2024 17:44,25630665.22,14870464.03,4118045.302,1569388.724,616238.3707,878165.4928,3306198.579,129,Clear,340,38676288.52,Large
Industrial,11054,Suburban,3,37,06-06-2015 05:11,18-01-2017 05:11,5779572.384,1463752.24,2069704.503,610330.7273,271231.5722,387127.229,563177.3272,232,Rain,159,53489124.26,Large
Educational,10175,Suburban,1,36,11-06-2022 17:19,06-02-2024 17:19,20551461.22,10910309.3,4103575.707,1310765.491,456595.6862,1302623.694,1830354.472,140,Rain,643,75345639.89,Large
Educational,16769,Urban,2,12,11-04-2016 06:18,06-10-2018 06:18,18426436.01,5889736.452,7045853.843,1347836.457,572528.0488,1577291.071,3330179.673,91,Snow,301,8501453.392,Large
Educational,2355,Urban,1,25,22-08-2019 12:33,30-12-2019 12:33,3198721.128,1704849.007,1002503.925,409792.2448,75381.97131,171092.6411,211037.8828,229,Rain,108,92843682.11,Small
Educational,14227,Urban,5,42,31-05-2018 14:33,18-09-2020 14:33,27037183.64,6900892.425,4925656.8,3301574.84,302863.1446,937562.9588,3061690.228,253,Rain,578,66349161.85,Large
Residential,2679,Urban,1,27,20-11-2020 12:17,06-04-2021 12:17,2532711.692,822128.1234,564066.3726,150637.0719,66093.90983,184054.2848,279187.0252,15,Windy,248,50247806.98,Small
Industrial,12065,Urban,2,6,25-05-2020 19:38,21-03-2022 19:38,17912146.05,3810823.84,7055622.443,1802250.249,447799.0378,789057.8056,3429523.738,101,Foggy,378,9595718.465,Large
Educational,6475,Rural,5,15,20-01-2021 11:17,26-05-2022 11:17,9410239.021,3169480.714,3336243.101,914573.3209,97236.19351,715295.3678,611991.5534,124,Foggy,695,96498827.67,Medium
Residential,11002,Urban,3,31,13-05-2017 04:25,18-03-2019 04:25,9905952.379,3894517.265,1624668.348,1323149.229,299642.6682,830765.4006,1027491.689,222,Foggy,625,66417133.52,Large
Infrastructure,12831,Suburban,1,12,30-07-2021 22:00,02-07-2023 22:00,26731860.45,10070505.62,9003677.122,2226368.265,1091420.559,2317180.917,5146149.464,118,Windy,567,53938168.85,Large
Educational,10364,Rural,1,16,07-03-2015 08:47,01-09-2016 08:47,25557255.89,12522108.6,4179647.11,1324008.478,451554.4772,1895393.173,3397693.056,240,Storm,437,19070132.52,Large
Educational,16599,Urban,1,22,27-04-2023 07:27,21-10-2025 07:27,31988879.26,9039483.522,11531249.97,3115146.944,852886.1888,1640571.926,5171749.704,225,Clear,738,73099265.96,Large
Commercial,11824,Urban,1,41,28-05-2016 03:03,10-02-2018 03:03,19174358.86,5014028.811,3217931.488,1278513.221,344484.2298,1638576.655,3112547.895,29,Clear,353,35661342.96,Large
Industrial,18308,Rural,2,45,23-10-2023 06:22,16-07-2026 06:22,14695431.44,4190752.191,5130366.279,1644900.969,654398.0937,1105883.924,937270.8585,100,Snow,426,12412761.91,Large
Commercial,19669,Suburban,1,22,27-05-2023 13:20,21-02-2026 13:20,46829228.34,10312330.13,16447574.32,2508559.663,1233409.786,2095258.065,2356857.093,70,Storm,281,78636344.35,Large
Commercial,733,Urban,2,47,03-05-2017 16:51,26-07-2017 16:51,1413968.952,826850.6886,542484.3771,167967.0993,20759.53006,94172.54821,234255.5696,190,Storm,221,81882800.65,Small
Infrastructure,7614,Urban,2,33,11-09-2016 21:01,15-12-2017 21:01,14730894.3,8564634.874,3683885.757,2084346.247,414021.2137,953734.7319,1071043.309,228,Storm,390,17080698.53,Medium
Residential,14923,Suburban,3,35,15-05-2022 13:09,06-08-2024 13:09,22578511.58,10437635.1,4281680.724,3233238.479,707887.0478,1259448.593,4194307.774,21,Snow,65,81735195.91,Large
Industrial,2955,Rural,4,2,12-06-2015 20:37,27-02-2016 20:37,4091525.04,1503370.05,1599879.848,259910.3555,93044.70156,123839.492,385990.1374,211,Snow,601,20673261.06,Small
Educational,9972,Suburban,4,28,20-03-2020 23:07,25-09-2021 23:07,8234041.95,3889873.103,2527956.969,782578.0221,336443.3691,731068.8618,1165732.79,57,Storm,59,98001928.99,Medium
Commercial,1157,Rural,5,22,29-10-2021 03:33,01-04-2022 03:33,2570721.572,1473035.096,773393.8482,162545.6212,22464.47586,166908.8715,238404.6281,173,Clear,73,68871863.79,Small
Industrial,1305,Urban,4,28,09-09-2023 01:12,22-02-2024 01:12,954685.3409,512676.4477,261550.0173,117740.7033,23997.09625,91119.69998,136050.5985,146,Windy,406,87112438.35,Small
Industrial,2345,Urban,5,16,28-03-2020 19:55,13-11-2020 19:55,2943506.511,769620.9026,1071235.386,166458.5601,138664.6554,178514.6273,329052.6845,89,Windy,189,24551014.89,Small
Educational,3487,Urban,4,26,01-10-2016 17:12,18-07-2017 17:12,8448760.791,3576802.274,2938336.764,1030805.91,284634.8882,306458.6689,432294.2571,268,Clear,607,98308930.86,Small
Industrial,3255,Rural,3,27,30-11-2019 05:17,26-06-2020 05:17,4154842.341,1787497.523,1320557.307,495660.3175,146502.0177,134968.4706,418642.471,126,Clear,104,97085030.89,Small
Infrastructure,14716,Suburban,3,13,18-07-2016 14:59,26-09-2018 14:59,11112196.73,3584993.315,3076018.874,1004145.64,71054.71733,333467.0792,993921.3348,145,Snow,391,16250163.36,Large
Industrial,13791,Suburban,2,34,11-07-2024 21:53,11-08-2026 21:53,20595743.94,11382488.33,5642678.413,1973702.397,266928.7869,1322728.988,2685859.241,252,Windy,486,1982596.216,Large
Industrial,11344,Suburban,2,6,21-08-2018 16:48,26-06-2020 16:48,22573965.85,10188903.63,4036949.884,1540629.216,1117115.603,1231112.46,2569391.68,210,Rain,785,83911949.51,Large
Educational,14151,Suburban,1,26,13-05-2015 03:30,11-05-2017 03:30,27516934.48,15282183.97,4508674.581,1788842.836,605016.0771,1770937.256,4938142.259,256,Foggy,62,61290122,Large
Residential,2897,Suburban,3,46,30-03-2016 20:26,21-10-2016 20:26,3734128.804,2132306.303,1425884.864,329509.2563,98525.03125,311414.0197,390909.1079,192,Rain,55,94134402.7,Small
Industrial,18142,Urban,3,27,04-03-2022 06:46,08-12-2024 06:46,35120744.24,14351254.03,11050568.54,4778807.679,941671.2419,2905188.275,6859109.191,247,Clear,459,36663543.79,Large
Industrial,15120,Urban,4,32,23-07-2018 05:08,12-12-2020 05:08,29968717.76,9026428.01,5042699.062,2689876.161,982167.3485,2125653.558,4100025.06,96,Clear,447,71641588.68,Large
Industrial,16614,Suburban,3,8,03-06-2022 17:55,29-11-2024 17:55,31790154.36,18582385.32,6289932.347,4261684.8,236478.7925,2946905.236,3181414.64,230,Windy,558,87956437.34,Large
Industrial,6876,Suburban,1,2,10-12-2018 02:26,02-01-2020 02:26,12724220.3,5506603.496,4859794.927,1109982.751,85852.46087,412179.4716,1262444.969,130,Foggy,454,20482206.78,Medium
Residential,18881,Rural,4,35,20-12-2024 00:46,08-11-2027 00:46,42945171.32,24068003.41,8115201.449,5684381.987,1949453.903,1728609.621,5772339.105,56,Snow,710,55061099,Large
Infrastructure,4203,Rural,4,27,26-07-2023 06:18,22-04-2024 06:18,4287198.617,2005645.92,1507519.961,381487.6968,211508.2156,327143.5099,614586.4667,224,Snow,222,65145818.06,Small
Commercial,18758,Urban,4,17,23-09-2024 07:02,14-09-2027 07:02,32398132.18,16444998.05,7844951.227,3940768.98,624074.864,2299415.565,2663643.248,94,Rain,771,20259856.71,Large
Industrial,18412,Rural,4,32,11-03-2016 16:29,09-02-2019 16:29,32914316.64,17213107.29,8492962.563,2714625.175,956012.9117,1083086.246,4188165.436,83,Rain,867,97536085.53,Large
Industrial,8190,Suburban,4,29,24-05-2017 01:01,29-09-2018 01:01,5233707.449,2359542.447,1435218.171,465461.7288,101266.518,449293.6747,723452.6661,83,Storm,459,53829471.31,Medium
Educational,3882,Suburban,4,31,15-09-2024 16:16,11-05-2025 16:16,5197230.626,1988864.116,1871560.909,471910.6196,109084.4062,215692.3515,601983.9915,200,Windy,106,13853489.36,Small
Residential,9291,Suburban,5,3,14-10-2019 20:42,13-07-2021 20:42,9214385.124,3925762.508,2261039.943,1082396.16,370205.5909,452936.442,795630.2622,144,Rain,591,48515122.28,Medium
Commercial,7044,Suburban,4,48,27-07-2022 07:13,18-10-2023 07:13,7965172.86,2749981.246,2599560.725,545859.8951,340493.7114,334318.0021,1055752.589,194,Rain,277,71026481.9,Medium
Educational,4031,Suburban,5,6,28-10-2023 10:52,14-11-2024 10:52,9187294.037,4586423.223,2563793.157,713357.2,195682.6517,770183.6698,494700.1158,106,Rain,785,93743283.49,Small
Commercial,3177,Suburban,4,31,24-09-2023 15:46,19-07-2024 15:46,6754543.063,1504390.22,2480652.265,811943.6495,114302.4357,604716.7091,847749.6641,277,Clear,969,773177.591,Small
Commercial,528,Urban,4,46,12-11-2020 07:18,26-02-2021 07:18,211750.4194,118135.7625,54501.637,14395.47851,3703.189441,7067.166443,40138.92942,93,Foggy,54,6438288.233,Small
Industrial,1504,Urban,2,26,06-08-2019 08:34,10-01-2020 08:34,3687231.429,1011521.435,1077839.288,325923.958,117371.8959,249774.2139,346425.6028,22,Foggy,793,64067008.79,Small
